scientific_name,license,author,image_url,wikimedia_page
Agastache mexicana,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/d/d6/AgastacheMexicana.jpg,https://commons.wikimedia.org/wiki/File%3AAgastacheMexicana.jpg
Agastache rugosa,,,,
Agastache rupestris,PD,Xiaphias,https://upload.wikimedia.org/wikipedia/commons/d/dd/Agastache_rupestris1_lg.jpg,https://commons.wikimedia.org/wiki/File%3AAgastache%20rupestris1%20lg.jpg
Agastache ×,PD,WayneRay,https://upload.wikimedia.org/wikipedia/commons/8/8f/Agastace_foeniculum_WPC.jpg,https://commons.wikimedia.org/wiki/File%3AAgastace%20foeniculum%20WPC.jpg
Agave americana 'marginata',PD,Streetwise_Cycleaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/1/11/Large_variegated_Agave%2C_Los_Angeles.jpg,https://commons.wikimedia.org/wiki/File%3ALarge%20variegated%20Agave%2C%20Los%20Angeles.jpg
Agave americana,CC0,Pierpao,https://upload.wikimedia.org/wikipedia/commons/7/7c/Agave_americana_in_Bosco_Bottari.jpg,https://commons.wikimedia.org/wiki/File%3AAgave%20americana%20in%20Bosco%20Bottari.jpg
Agave attenuata,PD,Mauroguanandi,https://upload.wikimedia.org/wikipedia/commons/3/39/Agaveat.jpg,https://commons.wikimedia.org/wiki/File%3AAgaveat.jpg
Agave filifera,CC0,Dotti9action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/4/40/Specimen_of_Agave_filifera_at_the_Huntington_Desert_Garden.jpg,https://commons.wikimedia.org/wiki/File%3ASpecimen%20of%20Agave%20filifera%20at%20the%20Huntington%20Desert%20Garden.jpg
Agave macroacantha,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/f/f5/Agavemacroacantha.jpg,https://commons.wikimedia.org/wiki/File%3AAgavemacroacantha.jpg
Agave parviflora,PD,Fritz Hochstätter,https://upload.wikimedia.org/wikipedia/commons/8/89/Agave_parviflora_im_S%C3%BCden_von_Arizona.jpg,https://commons.wikimedia.org/wiki/File%3AAgave%20parviflora%20im%20S%C3%BCden%20von%20Arizona.jpg
Agave potatorum,PD,Arpingstone,https://upload.wikimedia.org/wikipedia/commons/8/82/Agave.potatorum.kewgardens.london.arp.jpg,https://commons.wikimedia.org/wiki/File%3AAgave.potatorum.kewgardens.london.arp.jpg
Agave sisalana,,,,
Agave stricta,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/9/94/Agave_stricta_Monaco.jpg,https://commons.wikimedia.org/wiki/File%3AAgave%20stricta%20Monaco.jpg
Agave univittata,CC0,Stickpen,https://upload.wikimedia.org/wikipedia/commons/d/d6/Agave_lophantha.jpg,https://commons.wikimedia.org/wiki/File%3AAgave%20lophantha.jpg
Ageratum houstonianum,CC0,Reub2000,https://upload.wikimedia.org/wikipedia/commons/7/7e/GIMP_combined.jpg,https://commons.wikimedia.org/wiki/File%3AGIMP%20combined.jpg
Ageratum spp,,,,
Aglaia odorata,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b0/Aglaia_odorata_-_Mounts_Botanical_Garden_-_Palm_Beach_County%2C_Florida_-_DSC03875.jpg,https://commons.wikimedia.org/wiki/File%3AAglaia%20odorata%20-%20Mounts%20Botanical%20Garden%20-%20Palm%20Beach%20County%2C%20Florida%20-%20DSC03875.jpg
Aglaonema commutatum 'Pseudobracteatum',,,,
Aglaonema commutatum 'Silver Queen',,,,
Aglaonema commutatum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b9/Aglaonema_commutatum_-_Saigon_Zoo_and_Botanical_Gardens_-_Ho_Chi_Minh_City%2C_Vietnam_-_DSC01286.JPG,https://commons.wikimedia.org/wiki/File%3AAglaonema%20commutatum%20-%20Saigon%20Zoo%20and%20Botanical%20Gardens%20-%20Ho%20Chi%20Minh%20City%2C%20Vietnam%20-%20DSC01286.JPG
Aglaonema nitidum 'Silver King',,,,
Aglaonema nitidum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/4c/Aglaonema_nitidum_-_Copenhagen_Botanical_Garden_-_DSC07430.JPG,https://commons.wikimedia.org/wiki/File%3AAglaonema%20nitidum%20-%20Copenhagen%20Botanical%20Garden%20-%20DSC07430.JPG
Aglaonema sp,,,,
Aglaonema spp.,,,,
Ailanthus altissima,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/a/a6/Sunset_through_Ailanthus_altissima%2C_2022-10-04%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3ASunset%20through%20Ailanthus%20altissima%2C%202022-10-04%2C%2001.jpg
Ajania pacifica,PD,Masebrock,https://upload.wikimedia.org/wikipedia/commons/f/fc/Chrysanthemum_pacificum_Japan.jpg,https://commons.wikimedia.org/wiki/File%3AChrysanthemum%20pacificum%20Japan.jpg
Ajuga ciliata,,,,
Ajuga genevensis,CC0,Max137Paction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/c/c1/Genfer_G%C3%BCnsel_%28Streuobstwiesen_auf_der_Rei%C3%9Finsel_Mannheim%29.jpg,https://commons.wikimedia.org/wiki/File%3AGenfer%20G%C3%BCnsel%20%28Streuobstwiesen%20auf%20der%20Rei%C3%9Finsel%20Mannheim%29.jpg
Ajuga pyramidalis,PD,Charles Flahault,https://upload.wikimedia.org/wikipedia/commons/3/32/Nouvelle_flore_colori%C3%A9e_de_poche_des_Alpes_et_des_Pyr%C3%A9n%C3%A9es_%286298827800%29_-_clean.jpg,https://commons.wikimedia.org/wiki/File%3ANouvelle%20flore%20colori%C3%A9e%20de%20poche%20des%20Alpes%20et%20des%20Pyr%C3%A9n%C3%A9es%20%286298827800%29%20-%20clean.jpg
Ajuga reptans,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/f/f5/Ajuga_reptans%2C_2023-05-05%2C_Kane_Woods%2C_02.jpg,https://commons.wikimedia.org/wiki/File%3AAjuga%20reptans%2C%202023-05-05%2C%20Kane%20Woods%2C%2002.jpg
Akebia quinata,,,,
Akebia trifoliata,PD,Philipp Franz von Siebold and Joseph Gerhard Zuccarini,https://upload.wikimedia.org/wikipedia/commons/7/70/Akebia_trifoliata_SZ78.png,https://commons.wikimedia.org/wiki/File%3AAkebia%20trifoliata%20SZ78.png
Albizia julibrissin,PD,Cmapm,https://upload.wikimedia.org/wikipedia/commons/6/60/Albizzia_julibrissin_in_Sevastopol_1.jpg,https://commons.wikimedia.org/wiki/File%3AAlbizzia%20julibrissin%20in%20Sevastopol%201.jpg
Albuca namaquensis,,,,
Alcea rosea,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/e/ed/Alcea_rosea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-009.jpg,https://commons.wikimedia.org/wiki/File%3AAlcea%20rosea%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-009.jpg
Alchemilla alpina,,,,
Alchemilla erythropoda,,,,
Alchemilla mollis,,,,
Alchemilla vulgaris,PD,Carl Axel Magnus Lindman,https://upload.wikimedia.org/wikipedia/commons/8/84/Nordens_flora_Alchemilla_vulgaris.jpg,https://commons.wikimedia.org/wiki/File%3ANordens%20flora%20Alchemilla%20vulgaris.jpg
Allamanda cathartica 'Hendersonii',,,,
Allamanda cathartica,CC0,David_E_Meadaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/7b/Golden_trumpet_%28Allamanda_cathartica%29_Buton_Island_habit.jpg,https://commons.wikimedia.org/wiki/File%3AGolden%20trumpet%20%28Allamanda%20cathartica%29%20Buton%20Island%20habit.jpg
Allamanda schottii,CC0,Kryesmin,https://upload.wikimedia.org/wikipedia/commons/9/92/Allamanda_in_Bangladesh.jpg,https://commons.wikimedia.org/wiki/File%3AAllamanda%20in%20Bangladesh.jpg
Allium ampeloprasum,PD,Javier_martin,https://upload.wikimedia.org/wikipedia/commons/3/34/Allium_ampeloprasum_Habitus_DehesaBoyalPuertollano.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20ampeloprasum%20Habitus%20DehesaBoyalPuertollano.jpg
Allium amplectens,PD,Bureau of Land Management Bureau of Land Management,https://upload.wikimedia.org/wikipedia/commons/0/0b/Allium_amplectens.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20amplectens.jpg
Allium ascalonicum,PD,Charles_P.,https://upload.wikimedia.org/wikipedia/commons/2/22/Shallots_-_sliced_and_whole.jpg,https://commons.wikimedia.org/wiki/File%3AShallots%20-%20sliced%20and%20whole.jpg
Allium atropurpureum,,,,
Allium caeruleum 'Azure',,,,
Allium cepa,CC0,Ibrahimassoumane,https://upload.wikimedia.org/wikipedia/commons/9/93/Production_d%27oignon_15.jpg,https://commons.wikimedia.org/wiki/File%3AProduction%20d%27oignon%2015.jpg
Allium cernuum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/4/4d/Allium_cernuum.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20cernuum.jpg
Allium cristophii,CC0,Dinkum,https://upload.wikimedia.org/wikipedia/commons/b/bd/Fleur_en_forme_de_sph%C3%A8re.jpg,https://commons.wikimedia.org/wiki/File%3AFleur%20en%20forme%20de%20sph%C3%A8re.jpg
Allium fistulosum 'Evergreen Bunching',,,,
Allium giganteum,,,,
Allium karataviense,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/4a/Allium_karataviense_-_Tower_Hill_Botanic_Garden.JPG,https://commons.wikimedia.org/wiki/File%3AAllium%20karataviense%20-%20Tower%20Hill%20Botanic%20Garden.JPG
Allium moly,PD,Neelix,https://upload.wikimedia.org/wikipedia/commons/4/4a/Brightflowers6.jpg,https://commons.wikimedia.org/wiki/File%3ABrightflowers6.jpg
Allium neapolitanum,CC0,Pierpao,https://upload.wikimedia.org/wikipedia/commons/f/f9/Allium_neapolitanum_in_Bosco_Biccari.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20neapolitanum%20in%20Bosco%20Biccari.jpg
Allium nigrum,PD,Tracey Slotta @ USDA-NRCS PLANTS Database,https://upload.wikimedia.org/wikipedia/commons/f/fd/Alni_002_lhp.jpg,https://commons.wikimedia.org/wiki/File%3AAlni%20002%20lhp.jpg
Allium oschaninii,,,,
Allium roseum,,,,
Allium sativum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/3/39/Allium_sativum_Woodwill_1793.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20sativum%20Woodwill%201793.jpg
Allium schoenoprasum,CC0,Lydia Jacobs,https://upload.wikimedia.org/wikipedia/commons/7/7c/Chives1_adjusted.png,https://commons.wikimedia.org/wiki/File%3AChives1%20adjusted.png
Allium scorodoprasum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/9/94/Illustration_Allium_scorodoprasum_and_Allium_porrum0.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Allium%20scorodoprasum%20and%20Allium%20porrum0.jpg
Allium sphaerocephalon,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/7/74/Allium_sphaerocephalon%2C_Beechview%2C_2022-07-03%2C_02.jpg,https://commons.wikimedia.org/wiki/File%3AAllium%20sphaerocephalon%2C%20Beechview%2C%202022-07-03%2C%2002.jpg
Allium stipitatum,PD,اسماعیل رزم آرا,https://upload.wikimedia.org/wikipedia/commons/7/75/Allium_stipitatum.JPG,https://commons.wikimedia.org/wiki/File%3AAllium%20stipitatum.JPG
Allium tuberosum,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/0/03/Garlic_chives_yellow.jpg,https://commons.wikimedia.org/wiki/File%3AGarlic%20chives%20yellow.jpg
Allium ursinum,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/f/f9/Illustration_Allium_ursinum1.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Allium%20ursinum1.jpg
Allium vineale,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/d/da/Alliumvineale1web.jpg,https://commons.wikimedia.org/wiki/File%3AAlliumvineale1web.jpg
Alloplectus martius,,,,
Alnus glutinosa,PD,peppigue,https://upload.wikimedia.org/wikipedia/commons/7/75/Black_alder_in_spring.JPG,https://commons.wikimedia.org/wiki/File%3ABlack%20alder%20in%20spring.JPG
Alocasia cucullata,CC0,Obsidian_Soul,https://upload.wikimedia.org/wikipedia/commons/4/44/Alocasia_cucullata_%28Philippines%29_02.jpg,https://commons.wikimedia.org/wiki/File%3AAlocasia%20cucullata%20%28Philippines%29%2002.jpg
Alocasia macrorrhizos,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/42/Alocasia_macrorrhiza_-_Val_Rahmeh_-_DSC04448.JPG,https://commons.wikimedia.org/wiki/File%3AAlocasia%20macrorrhiza%20-%20Val%20Rahmeh%20-%20DSC04448.JPG
Aloe arborescens,PD,Katharine Saunders (1824-1901),https://upload.wikimedia.org/wikipedia/commons/1/1b/Aloe_arborescens00.jpg,https://commons.wikimedia.org/wiki/File%3AAloe%20arborescens00.jpg
Aloe aristata,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/e/e6/AloeAristata.jpg,https://commons.wikimedia.org/wiki/File%3AAloeAristata.jpg
Aloe brevifolia,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/7/7f/Aloebrevifolia2.JPG,https://commons.wikimedia.org/wiki/File%3AAloebrevifolia2.JPG
Aloe broomii,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/8/8c/Aloe_broomii_-_Jardin_d%27oiseaux_tropicaux_-_DSC04878.JPG,https://commons.wikimedia.org/wiki/File%3AAloe%20broomii%20-%20Jardin%20d%27oiseaux%20tropicaux%20-%20DSC04878.JPG
Aloe dichotoma,PD,Andrew_massynaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/aa/Aloe_pillansii.JPG,https://commons.wikimedia.org/wiki/File%3AAloe%20pillansii.JPG
Aloe erinacea,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/a/a4/Aloe_erinacea_-_Botanischer_Garten%2C_Dresden%2C_Germany_-_DSC08807.JPG,https://commons.wikimedia.org/wiki/File%3AAloe%20erinacea%20-%20Botanischer%20Garten%2C%20Dresden%2C%20Germany%20-%20DSC08807.JPG
Aloe ferox,CC0,Di Turner,https://upload.wikimedia.org/wikipedia/commons/c/c1/Aloe_ferox_Mill._2252074675.jpg,https://commons.wikimedia.org/wiki/File%3AAloe%20ferox%20Mill.%202252074675.jpg
Aloe maculata,PD,Karelj,https://upload.wikimedia.org/wikipedia/commons/5/59/Aloe_maculata_Pr.jpg,https://commons.wikimedia.org/wiki/File%3AAloe%20maculata%20Pr.jpg
Aloe marlothii,PD,Raasgataction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/1/13/Aloe_marlothii00.jpg,https://commons.wikimedia.org/wiki/File%3AAloe%20marlothii00.jpg
Aloe nobilis,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/6/69/Aloe_mitriformis_-_Botanischer_Garten_M%C3%BCnchen-Nymphenburg_-_DSC08135.JPG,https://commons.wikimedia.org/wiki/File%3AAloe%20mitriformis%20-%20Botanischer%20Garten%20M%C3%BCnchen-Nymphenburg%20-%20DSC08135.JPG
Aloe polyphylla,PD,Pseudopanax,https://upload.wikimedia.org/wikipedia/commons/a/a0/Spiral_aloe_spirals_from_top.jpg,https://commons.wikimedia.org/wiki/File%3ASpiral%20aloe%20spirals%20from%20top.jpg
Aloe squarrosa,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Aloejuvenna_clump_5.jpg,https://commons.wikimedia.org/wiki/File%3AAloejuvenna%20clump%205.jpg
Aloe striata,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/9/94/Aloestriata.jpg,https://commons.wikimedia.org/wiki/File%3AAloestriata.jpg
Aloe 'Variegata',PD,Karelj,https://upload.wikimedia.org/wikipedia/commons/1/1e/Aloe_variegata.jpg,https://commons.wikimedia.org/wiki/File%3AAloe%20variegata.jpg
Aloe vera,CC0,Axel_toualy,https://upload.wikimedia.org/wikipedia/commons/4/41/P%C3%A9pini%C3%A8re_d%E2%80%99alo%C3%A8s_vera.jpg,https://commons.wikimedia.org/wiki/File%3AP%C3%A9pini%C3%A8re%20d%E2%80%99alo%C3%A8s%20vera.jpg
Aloysia triphylla,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/1/1b/Aloysia_citriodora_%28Aloysia_triphylla%29_-_Leaning_Pine_Arboretum_-_DSC05605.JPG,https://commons.wikimedia.org/wiki/File%3AAloysia%20citriodora%20%28Aloysia%20triphylla%29%20-%20Leaning%20Pine%20Arboretum%20-%20DSC05605.JPG
Alpinia galanga,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/6/6a/Maranta_galanga_Ypey51.jpg,https://commons.wikimedia.org/wiki/File%3AMaranta%20galanga%20Ypey51.jpg
Alpinia zerumbet 'Variegata',,,,
Alpinia zerumbet,PD,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/9/93/Alpinia_zerumbet_habit.jpg,https://commons.wikimedia.org/wiki/File%3AAlpinia%20zerumbet%20habit.jpg
Alstroemeria aurea 'Aurantiaca',,,,
Alternanthera ficoidea,CC0,David_E_Meadaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/d/d1/Kutcharitas_%28Alternanthera_ficoidea%29_Maligano_Buton_Island_01.jpg,https://commons.wikimedia.org/wiki/File%3AKutcharitas%20%28Alternanthera%20ficoidea%29%20Maligano%20Buton%20Island%2001.jpg
Alternanthera philoxeroides,PD,"National Plant Data Center, Baton Rouge, LA 70874-4490 USA.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Alternanthera_philoxeroides_NRCS-1.jpg,https://commons.wikimedia.org/wiki/File%3AAlternanthera%20philoxeroides%20NRCS-1.jpg
Alyogyne huegeli,,,,
Alyssum montanum,PD,Karelj,https://upload.wikimedia.org/wikipedia/commons/a/a7/Ta%C5%99ice_horsk%C3%A1.jpg,https://commons.wikimedia.org/wiki/File%3ATa%C5%99ice%20horsk%C3%A1.jpg
Alyssum saxatilis,,,,
Amaranthus caudatus,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/a/a5/20141108Amaranthus_caudatus4.jpg,https://commons.wikimedia.org/wiki/File%3A20141108Amaranthus%20caudatus4.jpg
Amaranthus dubius,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/0/00/Dried_amaranth.jpg,https://commons.wikimedia.org/wiki/File%3ADried%20amaranth.jpg
Amaranthus retroflexus,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/6/62/Illustration_Amaranthus_retroflexus0.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Amaranthus%20retroflexus0.jpg
Amaranthus tricolor,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/e/e6/Amaranthus_tricolor_in_a_flower_bed_near_Notre-Dame_cathedral_in_Paris3.jpg,https://commons.wikimedia.org/wiki/File%3AAmaranthus%20tricolor%20in%20a%20flower%20bed%20near%20Notre-Dame%20cathedral%20in%20Paris3.jpg
Amelanchier alnifolia,PD,USFWS Mountain-Prairie,https://upload.wikimedia.org/wikipedia/commons/1/15/Cedar_waxwing_on_Seedskadee_National_Wildlife_Refuge_%2835394882104%29.jpg,https://commons.wikimedia.org/wiki/File%3ACedar%20waxwing%20on%20Seedskadee%20National%20Wildlife%20Refuge%20%2835394882104%29.jpg
Amelanchier arborea,PD,Fepup,https://upload.wikimedia.org/wikipedia/commons/d/de/Amelanchier_arborea_2.JPG,https://commons.wikimedia.org/wiki/File%3AAmelanchier%20arborea%202.JPG
Amelanchier bartramiana,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/8/80/Amelanchier_oligocarpa_139-8499.jpg,https://commons.wikimedia.org/wiki/File%3AAmelanchier%20oligocarpa%20139-8499.jpg
Amelanchier canadensis,PD,"Lounsberry, Alice.; Rowan, Marian Ellis Ryan",https://upload.wikimedia.org/wikipedia/commons/c/c2/A_guide_to_the_wild_flowers_%28Plate_CXXXIV%29_BHL23798511.jpg,https://commons.wikimedia.org/wiki/File%3AA%20guide%20to%20the%20wild%20flowers%20%28Plate%20CXXXIV%29%20BHL23798511.jpg
Amelanchier laevis,PD,Robert H. Mohlenbrock,https://upload.wikimedia.org/wikipedia/commons/d/d0/Amelanchier_laevis.jpg,https://commons.wikimedia.org/wiki/File%3AAmelanchier%20laevis.jpg
Amelanchier ovalis,PD,Victor_M._Vicente_Selvas,https://upload.wikimedia.org/wikipedia/commons/d/d9/Amelanchier_ovalis.JPG,https://commons.wikimedia.org/wiki/File%3AAmelanchier%20ovalis.JPG
Amelanchier spicata,PD,Hardyplants,https://upload.wikimedia.org/wikipedia/commons/8/83/A.spicata.jpg,https://commons.wikimedia.org/wiki/File%3AA.spicata.jpg
Amelanchier spp.,CC0,Ural-66action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/8/85/%D0%98%D1%80%D0%B3%D0%B0_f001.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%98%D1%80%D0%B3%D0%B0%20f001.jpg
Amelanchier × grandiflora,,,,
Ammi majus,PD,Jacob Sturm,https://upload.wikimedia.org/wikipedia/commons/0/05/Ammi_majus_Sturm8.jpg,https://commons.wikimedia.org/wiki/File%3AAmmi%20majus%20Sturm8.jpg
Ammi visnaga,PD,Redecke~commonswikiaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/8/8a/Ammi_visnaga1.jpg,https://commons.wikimedia.org/wiki/File%3AAmmi%20visnaga1.jpg
Amomum tsao-ko,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/5/56/Dried_grass_fruit.jpg,https://commons.wikimedia.org/wiki/File%3ADried%20grass%20fruit.jpg
Amorpha fruticosa,PD,"Krauss, Johan Carl",https://upload.wikimedia.org/wikipedia/commons/8/88/Afbeeldingen_der_fraaiste%2C_meest_uitheemsche_boomen_en_heesters_%28Plate_91%29_%287899817568%29_-_clean.jpg,https://commons.wikimedia.org/wiki/File%3AAfbeeldingen%20der%20fraaiste%2C%20meest%20uitheemsche%20boomen%20en%20heesters%20%28Plate%2091%29%20%287899817568%29%20-%20clean.jpg
Ampelopsis arborea,PD,"Blackwell, Elizabeth; John Nourse.; Samuel Harding.",https://upload.wikimedia.org/wikipedia/commons/0/08/A_curious_herbal_%28Page_188%29_BHL296591.jpg,https://commons.wikimedia.org/wiki/File%3AA%20curious%20herbal%20%28Page%20188%29%20BHL296591.jpg
Ampelopsis brevipedunculata,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/7/7c/Ampelopsis_glandulosa_var._brevipedunculata%2C_2021-10-23%2C_South_Side%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3AAmpelopsis%20glandulosa%20var.%20brevipedunculata%2C%202021-10-23%2C%20South%20Side%2C%2001.jpg
Ampelopsis glandulosa,PD,Abraham Jacobus Wendel,https://upload.wikimedia.org/wikipedia/commons/4/4b/Afbeelding-070-Ampelopsis_glandulosa.tif,https://commons.wikimedia.org/wiki/File%3AAfbeelding-070-Ampelopsis%20glandulosa.tif
Amsonia ×,CC0,"I.S%C3%A1%C4%8Dek,_senior",https://upload.wikimedia.org/wikipedia/commons/8/83/Botanical_garden_Brno_Kravi_hora_236.jpg,https://commons.wikimedia.org/wiki/File%3ABotanical%20garden%20Brno%20Kravi%20hora%20236.jpg
Amygdalus persica,PD,"Jack Dykinga, USDA",https://upload.wikimedia.org/wikipedia/commons/9/9e/Autumn_Red_peaches.jpg,https://commons.wikimedia.org/wiki/File%3AAutumn%20Red%20peaches.jpg
Anacampseros rufescens 'Variegata',,,,
Anacardiaceae,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/1/13/Gui1_cashewfruit2.jpg,https://commons.wikimedia.org/wiki/File%3AGui1%20cashewfruit2.jpg
Ananas comosus 'Variegata',,,,
Ananas comosus,PD,After,https://upload.wikimedia.org/wikipedia/commons/7/7c/Ananas_comosus_Blanco2.458.jpg,https://commons.wikimedia.org/wiki/File%3AAnanas%20comosus%20Blanco2.458.jpg
Andrographis paniculata,PD,Kerina_yin,https://upload.wikimedia.org/wikipedia/commons/6/60/Pokok_Hempedu_Bumi_%28Andrographis_paniculata%29_with_a_cocoon.JPG,https://commons.wikimedia.org/wiki/File%3APokok%20Hempedu%20Bumi%20%28Andrographis%20paniculata%29%20with%20a%20cocoon.JPG
Andromeda polifolia,CC0,Industrees,https://upload.wikimedia.org/wikipedia/commons/f/f5/Close-up_van_een_veenput_met_het_Erico-Sphagnetum_magellanici.jpg,https://commons.wikimedia.org/wiki/File%3AClose-up%20van%20een%20veenput%20met%20het%20Erico-Sphagnetum%20magellanici.jpg
Anemone blanda,CC0,Rijksmuseum,https://upload.wikimedia.org/wikipedia/commons/b/b5/Bosanemoon_%28Anemone_nemorosa%29_Bosch_roononckels_ranunculus_nemorosi._renoncules_des_Bois._%28titel_op_object%29%2C_RP-T-BR-2017-1-8-97.jpg,https://commons.wikimedia.org/wiki/File%3ABosanemoon%20%28Anemone%20nemorosa%29%20Bosch%20roononckels%20ranunculus%20nemorosi.%20renoncules%20des%20Bois.%20%28titel%20op%20object%29%2C%20RP-T-BR-2017-1-8-97.jpg
